dd_version,champion_key,champion_id,champion_name,voiceover_set,skin,section,quote,fandom_page,runeterra_region,region_notes
16.3.1,20,Nunu,Nunu & Willump,Classic,,Using {{ai|Biggest Snowball Ever!|Nunu}},Rolling it down mid.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Using {{ai|Biggest Snowball Ever!|Nunu}},All it takes is a spark!,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Using {{ai|Biggest Snowball Ever!|Nunu}},It's all coming together.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Using {{ai|Biggest Snowball Ever!|Nunu}},Time to battle bots.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Using {{ai|Biggest Snowball Ever!|Nunu}},Do that thing with that thing Willump!,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Using {{ai|Biggest Snowball Ever!|Nunu}},I hope my mom is watching!,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Using {{ai|Absolute Zero|Nunu}},Self-destruct in 3... 2... 1.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,"Oh how the cheers of the crowd warm my circuits. Wait, I'm just overheating.",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Now I am the Super-bot.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,These guys are free.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Their tears are fully stacked.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,"I am become Death, Destroyer of Noobs.",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,XD. True damage.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Another step closer to Challenger league! Woo.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,"And the crowd goes wild! <small>Ahhh! Ahhh! Wow we love you, yay!</small>",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Willump-mania runs wild!,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,I can finally towerdive without noobs getting in the way.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,THIS IS THE BESTEST THING THAT'S EVER HAPPENED TO ME!,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,"I am not crying, it's {{BE}}.",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,You're all coins now!,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,"I have taught you well, Nunu.",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,"Someone tell those monsters they are trash, I can't because I am chat restricted.",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Those guys were worthless. Get dunked.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,"Not so rude now, are you?",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Boosted animals.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,"Welcome to the Destroyed Monster club, appreciate it alot.",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Yummy. Delicious.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Farming complete.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,{{sti|ap|{{As|1000 AP}}}} one-shot.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Jungling is so easy.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,They had no chance to survive.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,My superior skills have triumphed once more.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Whoop whoop.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,I'm so clutch I have one on my head.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,They were no match for punching.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Let's go.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Even epic monsters are 3 megabytes at most.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,The surprise twist is finally revealed: We were the monsters the whole time.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Epic lolz.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Gigabit.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,"Now we have the {{bi|Crest of Insight|blue circle}}, which looks really sweet.",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,That tingles.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,I finally have the energy I need to buy more gems for Rift War Mobile.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,"Now we have the {{bi|Crest of Cinders|red circle}}, which looks sweet and helps us kill faster.",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Overclocking enabled.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,Sick burn.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,I knew we could do it Willump!,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,"Dragon down, Dream Drop Destruction!",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,That Dragonslayer module finally came in handy!,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,"I guess that put a wrench in their plans, eh?....",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,"Just a boy and his robot, doing boy and robot stuff.",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Kills and Objectives,"Should've unplugged when you had the '''chance''', robo-worm!",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Other Gameplay,(Laughs) You already said that! It's like you're repeating things randomly.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Other Gameplay,Uh oh! I think his logic circuits broke.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Other Gameplay,(Laughs) At least he didn't say towerdive... WAIT!,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Other Gameplay,(Laughs) That's my best friend!,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Other Gameplay,"(Laughs) You're funny, Willump.",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Other Gameplay,(Laughs) Lolzers.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Other Gameplay,Oooooooh!,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Other Gameplay,"Wow, I really got to get his circuits checked.",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Other Gameplay,(Laughs) Sometimes robots are weird.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Other Gameplay,Maybe downloading a League of Legends bot was a bad idea.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,{{si|Recall}},The Rift Wars will return after these hypno-messages.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,{{si|Recall}},Today's punching brought to you by RiotCorp.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,{{si|Recall}},Will Nunu find his mother and conquer the rift? Stay tuned.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Death,01101110,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Death,01101111,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Death,01100010,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Death,Cut the video.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Death,WILLUMPBOT has disconnected.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Death,"I promise I won't tilt this time Nunu, I don't want you to fall off.",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Death,Lag.,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Death,Apply wrench directly to the forehead!,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Death,"That feels better, Nunu.",Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Death,Recalibrating...,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Death,Towerdive!,Nunu/LoL/Audio,Freljord,
16.3.1,20,Nunu,Nunu & Willump,Classic,,Death,Oh yeah!,Nunu/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Champion Select,Leave nothing behind!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Champion Select,"C'mon, I won't hurt you. I promise!",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Trivia,"Urge to kill, rising!",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Trivia,I came here to kick butt and drink Graggy! Looks like I'm all out of Graggy,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Trivia,I have come here to chew bubblegum and kick ass... and I'm all out of bubblegum,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Trivia,"You can't arrest me, my dad owns a dealership!",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Trivia,"Hey dude, I'm kind of a big deal",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Trivia,Beatdown City. Population: you,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Trivia,Welcome to loser land. Population: {{sbc|you}}!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,"Urge to kill, rising!",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,To plunder!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,To action!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,The might of Lokfar approaches!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,I'm going.,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Taunt,"C'mon, I won't hurt you. I promise!",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Joke,"The worth of a man can be measured by the length of his beard, and the girth of his belt buckle.",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Attacking,My axe is thirsty.,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Attacking,Chop chop!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Attacking,Death by steel!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Attacking,"Finally, some fun!",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Attacking,Faster to battle!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Attacking,Obliteration!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,Brohoho.,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,"Dude, I'm so buffed up right now.",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,Up top.,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,Oh man... where am I?,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,"Hey dude, I'm kind of a big deal.",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,Point me to the ladies!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,Holla' atcha' boy!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,What up?,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,Chicks dig my axe.,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Moving,That's how I roll.,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Taunt,I came here to kick butt and drink Graggy! Looks like I'm all out of Graggy.,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Taunt,"You can't arrest me, my dad owns a dealership!",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Joke,"Yo, summoner, summon me like two... no, {{sbc|six}} hot chicks, stat!",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Joke,I'm OP? Your {{sbc|mom}} is OP.,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Laugh,Bro-hoho.,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Laugh,Bro-hooo!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Laugh,Bro!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Attacking,"Get on the pain train, woo woo!",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Attacking,'''Hey!''' Don't touch my Graggy Ice!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Attacking,"I am Broseidon, lord of the Brocean.",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Attacking,"Out of the way, loser!",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Attacking,Come get some!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Attacking,Beatdown City. Population: you.,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Attacking,Do you got that bro?,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Using {{ai|Undertow|Olaf}},Chug-chug!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Using {{ai|Undertow|Olaf}},Chug!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Using {{ai|Vicious Strikes|Olaf}},Bro!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Using {{ai|Vicious Strikes|Olaf}},Brohooo!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Using {{ai|Vicious Strikes|Olaf}},Broooooo!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Using {{ai|Reckless Swing|Olaf}},Oh yeah!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Using {{ai|Reckless Swing|Olaf}},"Boom, baby!",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Using {{ai|Reckless Swing|Olaf}},Kablooey!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Using {{ai|Reckless Swing|Olaf}},Kaboom!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Using {{ai|Ragnarok|Olaf}},'''Bromacia'''!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Death,Lame...!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Death,Your mom!,Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Death,"Oh, bogus...!",Olaf/LoL/Audio,Freljord,
16.3.1,2,Olaf,Olaf,Classic,,Death,"Dude, not cool...!",Olaf/LoL/Audio,Freljord,
16.3.1,61,Orianna,Orianna,Classic,,Champion Select,We will kill your enemies. That will be fun.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Champion Select,The ball is angry.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Moving,We go.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Moving,I hear soft things.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Moving,The ball is impatient.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Moving,Motivating.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Moving,Why are they running?,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Moving,Winding.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Moving,This is a fun game.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Moving,This is very exciting.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Moving,Time tick-ticks away.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Taunt,I know what makes them tick. I know how to make the ticking stop.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Joke,They come apart so easily. How do you put them back together again?,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Joke,"When you fall, you get right back up.",Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Attacking,"So strange, they scream.",Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Attacking,The ball is angry.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Attacking,Why do they keep breaking?,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Attacking,We are as one.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Attacking,I have sharp things.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Attacking,"Yes, I am a weapon.",Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Using {{ai|Command Attack|Orianna}},Ravage.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Using {{ai|Command Dissonance|Orianna}},Pulse.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Using {{ai|Command Protect|Orianna}},Protect.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Using {{ai|Command Shockwave|Orianna}},Throw.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Trivia,I know what makes them tick. I know how to make the ticking stop.,Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,61,Orianna,Orianna,Classic,,Trivia,"When you fall, you get right back up.",Orianna/LoL/Audio,Piltover,Piltover/Zaun ties; usually grouped with Piltover
16.3.1,516,Ornn,Ornn,Classic,,Champion Select,"Fine, we go.",Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,,Champion Select,Back to the forge.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,First Move,I have fur. It is soft. Do not hug me.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,First Move,"If all goes well, our paths will never cross again. It never goes well.",Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,First Move,"The best meal is a herd of cattle, with dark beer, and cherries... mmm.",Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,First Move,I made this hammer. It was so good I named it... 'Hammer.',Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,First Move,"The {{fi|Freljord}} is a place for building, fighting, and eating. Home, sweet home.",Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,First Move,Name's Ornn. No further pleasantries needed.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,First Move,I will go over there. It looks quiet. It will be nice.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,First Move,I am going this way. Do not follow me. Please.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,First Move,"I cannot choose my brother, only the weapons to slay my brother.",Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,First Move,Volibear is near... Everyone seek shelter!,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,First Move,Singed fur... jealous blood... my brother is near!,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,It is childish to favor one tool over another! But Hammer is my favorite.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,"Bah, look at all these lazy trees.",Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,"Humans have done some things right: beer, dark beer...",Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,My forge is my home.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,The last time I ate a plant was never.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,"The Freljord forges men out of... whatever children are. Dirt, goblins...",Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,"'Ornn builds things, go see Ornn.' Nobody ever says thank you.",Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,"Once a human kneels, they rarely stand again.",Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,"Everything is better when it is molten; lead, iron, chocolate cake.",Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,Once I made a harpoon out of a mountain and a world tree. That was a weird century.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,Backbreaking labor is life's greatest pleasure.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,This world has potential. Needs hammering.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,"I do not need company; only a wall, to keep out company.",Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,Gods do not need followers. Followers need gods.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,I had followers once. They tried.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,A day away from my forge is a day wasted.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,"The other gods don't understand me. Hmph, good.",Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,My work speaks in the roar of flame and the ringing of steel.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,Luck is failure that failed.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,"All I need is myself, and... Hammer.",Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,I enjoy being alone. Fewer unintended casualties.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,I will make an axe that is also a sword... and possibly a spoon.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,Solitude always meets my expectations.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,Could do without the statues.,Ornn/LoL/Audio,Freljord,
16.3.1,516,Ornn,Ornn,Classic,Space Groove,Moving,Decent stonework.,Ornn/LoL/Audio,Freljord,
