dd_version,champion_key,champion_id,champion_name,champion_region,effective_region,voiceover_set,resolved_skin_name,resolved_skinline_name,skin_universe,section,quote
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Revenge doesn't get itself!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Catch!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Like what you see?
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Too easy!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Nice knowing ya.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,You trust your eyes too much.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,"Shoot first, cross off names later!"
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Trigger pulled!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Don't make me come over there.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,"Kiss, kiss!"
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Is this what you wanted?
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,I'll give it a shot.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Ya messed with the wrong pilot.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,All eyes on me!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,I call dibs!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Even gravity can't slow me down.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,You should've run.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Thought you liked trouble!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Nothing you can't handle.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,A little extra juice!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,"Double the lead, double the dead."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,A little space justice!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Somebody needs some attention.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Don't blink!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,I got you something.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,My body count has starships in it... Try me!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Heads up buttercup.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,I am EXO! And I love you!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Dispensing projectile!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,{{Tt|Konnichi wa|こんにちは ('Hello' in Japanese)}}!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,{{tt|Ruki vverkh|Руки вверх ('Hands Up' in Russian)}}!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Solving for bone-shatter!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Have a wonderful day!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Here's a bullet.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Here you go!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,We hope to attack you again!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Enhancing killing potential.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Enjoy the great taste of bullets!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,{{tt|Danke für Ihre Kooperation|'Thank you for your cooperation' in German}}.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Extrapolating meat burst.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Systems optimized... for fun!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Directing warning shot to enemy face.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Ready or not...
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Here she comes!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Aim.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Fire!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Scarlet Fair!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Red and dead.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,You want 'em. You got 'em.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Starswarm!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,"Get 'em, boys!"
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Feeding time!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,The Royal Arms!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Eat missile!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Big money! Big prizes!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Zero Hour!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Try a black hole!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,The law of attraction!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,You don't deserve that hardware.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,That exo suit is so mine.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Somebody's jealous.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Attacking,Engaging enemy exo skeleton.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},Ha!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},"Sorry, little guy!"
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},Oops! My finger slipped.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},Now let's try a real target.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},I take tips.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},Money in my pocket.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},Good rule of thumb: Never piss me off.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},I love a good revenge story.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},Make mine a double.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},Just follow the bouncing bullet.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},"Ooh, that looks like it hurt!"
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},That one's on the house.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},You're supposed to stand away from the bullets.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},Remember the time we had together. I won't.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},Careful! That second shot burns!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},There I go killin' again.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},Next round's on me!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},Scrubbing name from revenge list.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Using {{ai|Double Up|Miss Fortune}},Rating situational awareness at sub-optimal.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Thanks for the paycheck! Mwah!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,"Hey, you showed up to this party."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,I'll always cherish our time together... until the money runs out.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Revenge served hot and fresh everyday.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,No... wait... stay...
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Somethin'... distracting you?
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,It's not you. It's me.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Why thank you for your investment... in me.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,This is just embarrassing.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,"Bang, bang. I shot ya down."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,"If it's any consolation, you were worth a lot to me."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,You got my attention and I got my bounty. Everyone's a winner.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Feels good to dispense a little justice. Well... not for you. You're dead.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Your galaxy thanks you.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Clean yourself up.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,"Sorry, buddy. It's just revenge."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,"Aw, you fell funny!"
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Take a minute. I'll wait.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,"Cash in hand, meet body in dirt. I think you'd get along."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,"Aww, I can't turn you in. You're full of holes."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,"{{tt|Oy moroz, moroz, ne moroz' menya|Ой, мороз, мороз, не морозь меня ('Oh frost, frost, don't freeze me' in Russian)}}."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Enemy frustration levels rising.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Updating bounty board.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Adding death scream to death scream archive.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Are we too good?
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,I do not know what 'too good' means.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,And that is why you never leave a girl for dead on her colony world.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,"Another day, another name off the list."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Keep setting them up and I'll keep knocking them down!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,I will mourn the death of [NAME DELETED. NO NAME ON FILE]'''.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,"Give it up, Kai'Sa. Seriously, I'm taking your suit."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,I think that little jumpsuit needs a tune up.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,"Maybe next time, shoulder pads."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Stars were made to fall.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Don't lay it on so thick. It's unbecoming of a... you.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,That felt good. Now for the real thing.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Justice! Right...
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,I'm a non-smoker.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,I'm too old for fairytales.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Knives are so 32nd century.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Here's some sleight of hand. You're dead.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,"Oohh, say the words."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Repopulating bounty board.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Yes!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,"Cleaning up the galaxy, five dirtbags at a time."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Kills and Objectives,Now scanning for additional dirtbags.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,Everything's a bullet if you believe.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,"Mmm, that's the stuff."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,"More guns, more glory."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,"Dunno what it is, but I like it."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,Updating plugins.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,Integrating new hardware.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,I guess I could... throw it at someone.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,My eyes on the ground.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,I love wreckin' someone's day.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,An essential part of any balanced arsenal.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,This is how you keep a bounty hunter off your back.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,Tactical party crasher acquired.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,What is this mixed with?
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,Nice. My tactical beverage.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,I can always use a drink.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,This is room temperature.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,Enjoy the great taste of '''[SUBSTANCE ID NOT FOUND]'''.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,A little active radar never hurt anyone.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,Wouldn't wanna get shot in the face and left for dead. Again...
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,Do your job and I'll do mine.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,You're gonna make someone very unhappy.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,It'd sure be a shame if I just left this right here.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,Keep an eye out for me.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,Wish I'd had one of these back at the colony.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,"Of all the galaxy's junk, this is some of my favorite."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,I see you.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Other Gameplay,Now thwarting assassins.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Transforming,"Like 'em? They're a Miss Fortune original. One part particle cannon, two parts nice lady."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Transforming,Let's see how they like these girls.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Transforming,They will not like these girls because they will be dead!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Transforming,It'll rip their hearts right out of their chests! Literally.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Transforming,Reminder: Gravity rounds are dangerously unstable. Aim for the heart!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Transforming,You're so good to me.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Transforming,Just what I've always wanted. A whole lot of missiles.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Transforming,Military tech? Fun!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Transforming,It is fun!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Transforming,That's what I like to hear.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Transforming,"I won't bore you with the details but these stars are alive, and they bite."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Transforming,Integrating dangerous alien technology.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Transforming,'Integrating'.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{si|Recall}},At least they get to watch me leave.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{si|Recall}},"Get a good look. Next time you see me, we won't be friends."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{si|Recall}},"EXO, take us home."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{si|Recall}},"Returning for upgrades, suit repairs, data corrupted, blood scrub."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{si|Recall}},Preparing to enter orbit.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,{{si|Recall}},'Enter'.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Death,"Daisy, daisy..."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Death,Shutting down...
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Death,Systems failing...
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Death,Last people who tried to kill me got crossed off my list. Let's give 'em the authentic Gun Goddess experience.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Death,I'll finish what they started.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Death,"Get revenge, get paid. In that order."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Death,Every single one of them is dead.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Death,"If you're gonna leave a girl for dead, at least buy her dinner first."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Death,Reminder: Revenge on your would-be killers is a refreshing way to start the morning.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Death,Now running violent revenge protocols.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Death,Greetings! Please select your bullet delivery apparatus.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,First Move,"Anima Squad, deploy."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,First Move,"Suit up, hop out... and cover each others' tails."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,First Move,Commander Fortune reporting in: BB01 locked and loaded.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,No rest for the defenders of humanity.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Was all of this ours?
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Slow and steady won't win this war.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,A squad of five can get a lot done.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Nature has reclaimed this whole place...
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,A still target is a dead target.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,I wonder what all this used to look like.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Can't settle for anything less than success.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,"My team needs me, I'm there."
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Hope isn't dead until we are.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Ready to hop in.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Only five hostiles? They're getting cocky.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Squids have been here.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Anima Squad gets the job done.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Squid season.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Let's skip to the good part.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,"Where are you, 'squiddies'?"
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Walk softly and carry big guns.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Eyes on the carrot.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,We're stronger together.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,An ear to the ground. An eye to the future.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Never underestimate a woman in lagomorphic power gear.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Everyone's counting on their commander.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Cute and deadly.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,I've got sharp eyes... it's the carrots!
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Someday the world won't need protecting.
16.7.1,21,MissFortune,Miss Fortune,Bilgewater,Bilgewater,Classic,,,,Moving,Don't wanna be late.
